genre,sold by,daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,publisher.name,publisher.type,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews,PublisherId
nonfiction,"Amazon Digital Services,  Inc.",25.974,25.974,129.87,77.922,13,(Small or Medium Publisher),small/medium,4.78,9.99,14998,114,7841
genre fiction,Simon and Schuster Digital Sales Inc,22.178,22.178,110.89,66.534,13,Scribner,big five,3.97,8.53,15001,209,7842
nonfiction,"Amazon Digital Services,  Inc.",13.988,13.988,69.94,41.964,13,(Single-Author Publisher),single author,0,5.38,15006,0,7843
fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4.62,3.99,15007,51,7844
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4.7,3.99,15008,74,7845
genre fiction,Macmillan,20.774,20.774,103.87,62.322,13,St. Martin's Press,big five,4.14,7.99,15009,47,7846
nonfiction,"Amazon Digital Services,  Inc.",15.548,15.548,77.74,46.644,13,(Single-Author Publisher),single author,4.41,5.98,15011,12,7847
nonfiction,"Amazon Digital Services,  Inc.",16.9,9.1,26,0,13,Amazon Publishing,amazon,3.11,2,15015,143,7848
nonfiction,"Amazon Digital Services,  Inc.",22.386,22.386,111.93,67.158,13,(Small or Medium Publisher),small/medium,4.31,8.61,15016,370,7849
genre fiction,"Amazon Digital Services,  Inc.",12.974,12.974,64.87,38.922,13,(Single-Author Publisher),single author,4.45,4.99,15018,64,7850
nonfiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.22,2.99,15020,22,7851
children,Random House LLC,10.374,10.374,51.87,31.122,13,Random House Books for Young Readers,big five,4.85,3.99,15021,153,7852
nonfiction,"Amazon Digital Services,  Inc.",15.574,15.574,77.87,46.722,13,(Single-Author Publisher),single author,4.86,5.99,15024,88,7853
nonfiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Single-Author Publisher),single author,4.3,0.99,15038,13,7854
nonfiction,"Amazon Digital Services,  Inc.",24.518,24.518,122.59,73.554,13,(Small or Medium Publisher),small/medium,4.4,9.43,15042,15,7855
nonfiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,3.84,0.99,15045,44,7856
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Small or Medium Publisher),small/medium,4.42,2.99,15048,14,7857
genre fiction,Simon and Schuster Digital Sales Inc,22.178,22.178,110.89,66.534,13,Simon & Schuster,big five,4.16,8.53,15053,298,7858
nonfiction,"Amazon Digital Services,  Inc.",19.461,45.409,64.87,0,13,(Indie Publisher),indie,3.47,4.99,15053,34,7859
nonfiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.92,2.99,15054,13,7860
nonfiction,HarperCollins Publishers,5.174,5.174,25.87,15.522,13,HarperOne,big five,4.4,1.99,15055,49,7861
genre fiction,Simon and Schuster Digital Sales Inc,7.774,7.774,38.87,23.322,13,Pocket Star,big five,4.29,2.99,15057,34,7862
nonfiction,Hachette Book Group,25.974,25.974,129.87,77.922,13,Twelve,big five,3.93,9.99,15058,1427,7863
genre fiction,"Amazon Digital Services,  Inc.",33.7155,18.1545,51.87,0,13,47North,amazon,4.29,3.99,15060,55,7864
genre fiction,"Amazon Digital Services,  Inc.",10.374,10.374,51.87,31.122,13,(Single-Author Publisher),single author,4.25,3.99,15062,64,7865
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4.35,3.99,15068,128,7866
genre fiction,Random House LLC,15.548,15.548,77.74,46.644,13,Ballantine Books,big five,4.51,5.98,15072,244,7867
genre fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,4.28,0.99,15074,25,7868
genre fiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.27,2.99,15075,11,7869
genre fiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,3.82,2.99,15082,34,7870
nonfiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.15,2.99,15083,58,7871
genre fiction,HarperCollins Publishers,22.178,22.178,110.89,66.534,13,HarperTeen,big five,4.23,8.53,15085,190,7872
nonfiction,"Amazon Digital Services,  Inc.",12.974,12.974,64.87,38.922,13,(Single-Author Publisher),single author,4.53,4.99,15086,58,7873
genre fiction,"Amazon Digital Services,  Inc.",9.932,9.932,49.66,29.796,13,(Small or Medium Publisher),small/medium,4.5,3.82,15087,8,7874
nonfiction,Penguin Group (USA) LLC,32.136,32.136,160.68,96.408,13,Avery,big five,4.32,12.36,15088,352,7875
genre fiction,HarperCollins Publishers,9.854,9.854,49.27,29.562,13,HarperCollins e-books,big five,3.88,3.79,15089,158,7876
nonfiction,"Amazon Digital Services,  Inc.",22.152,22.152,110.76,66.456,13,(Small or Medium Publisher),small/medium,4.54,8.52,15091,162,7877
genre fiction,"Amazon Digital Services,  Inc.",15.574,15.574,77.87,46.722,13,(Small or Medium Publisher),small/medium,5,5.99,15096,1,7878
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,5,2.99,15096,4,7879
genre fiction,"Amazon Digital Services,  Inc.",9.932,9.932,49.66,29.796,13,(Small or Medium Publisher),small/medium,4.02,3.82,15097,34,7880
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,4,2.99,15102,11,7881
genre fiction,Hachette Book Group,25.974,25.974,129.87,77.922,13,Orbit,big five,3.77,9.99,15103,110,7882
nonfiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,4.65,0.99,15106,40,7883
genre fiction,"Amazon Digital Services,  Inc.",9.932,9.932,49.66,29.796,13,(Small or Medium Publisher),small/medium,4.5,3.82,15107,2,7884
genre fiction,"Amazon Digital Services,  Inc.",10.374,10.374,51.87,31.122,13,(Single-Author Publisher),single author,4.5,3.99,15108,58,7885
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,4.8,0.99,15111,15,7886
children,Macmillan,7.384,7.384,36.92,22.152,13,Aerie,big five,4.24,2.84,15113,865,7887
genre fiction,"Amazon Digital Services,  Inc.",5.174,5.174,25.87,15.522,13,(Single-Author Publisher),single author,4.64,1.99,15114,90,7888
nonfiction,"Amazon Digital Services,  Inc.",22.334,22.334,111.67,67.002,13,(Small or Medium Publisher),small/medium,4.44,8.59,15118,83,7889
genre fiction,"Amazon Digital Services,  Inc.",12.922,12.922,64.61,38.766,13,(Small or Medium Publisher),small/medium,0,4.97,15119,0,7890
children,"Amazon Digital Services,  Inc.",5.174,5.174,25.87,15.522,13,(Small or Medium Publisher),small/medium,4.82,1.99,15120,29,7891
genre fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Single-Author Publisher),single author,4.26,0.99,15123,112,7892
nonfiction,"Amazon Digital Services,  Inc.",10.322,10.322,51.61,30.966,13,(Single-Author Publisher),single author,4.29,3.97,15130,47,7893
genre fiction,HarperCollins Publishers,28.704,28.704,143.52,86.112,13,HarperTeen,big five,4.59,11.04,15136,108,7894
nonfiction,"Amazon Digital Services,  Inc.",28.574,28.574,142.87,85.722,13,(Small or Medium Publisher),small/medium,4.4,10.99,15138,585,7895
genre fiction,"Amazon Digital Services,  Inc.",42.1655,22.7045,64.87,0,13,47North,amazon,4.19,4.99,15139,41,7896
nonfiction,Simon and Schuster Digital Sales Inc,30.576,30.576,152.88,91.728,13,Simon & Schuster,big five,3.96,11.76,15141,383,7897
nonfiction,Simon and Schuster Digital Sales Inc,28.652,28.652,143.26,85.956,13,Simon & Schuster,big five,4.53,11.02,15144,278,7898
comics,"Amazon Digital Services,  Inc.",7.878,7.878,39.39,23.634,13,(Small or Medium Publisher),small/medium,4.62,3.03,15148,16,7899
genre fiction,Penguin Group (USA) LLC,15.574,15.574,77.87,46.722,13,Signet,big five,4.4,5.99,15150,71,7900
nonfiction,HarperCollins Publishers,28.574,28.574,142.87,85.722,13,HarperBusiness,big five,4.46,10.99,15153,236,7901
genre fiction,"Amazon Digital Services,  Inc.",13.988,13.988,69.94,41.964,13,(Small or Medium Publisher),small/medium,4.6,5.38,15157,101,7902
nonfiction,"Amazon Digital Services,  Inc.",24.414,24.414,122.07,73.242,13,(Single-Author Publisher),single author,4.8,9.39,15163,10,7903
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4.54,3.99,15169,190,7904
children,HarperCollins Publishers,8.866,8.866,44.33,26.598,13,HarperCollins,big five,4.5,3.41,15170,8,7905
genre fiction,"Amazon Digital Services,  Inc.",13.988,13.988,69.94,41.964,13,(Small or Medium Publisher),small/medium,4.48,5.38,15174,49,7906
nonfiction,"Amazon Digital Services,  Inc.",8.658,8.658,43.29,25.974,13,(Single-Author Publisher),single author,4.66,3.33,15174,3,7907
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,3.35,3.99,15178,14,7908
genre fiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.47,2.99,15181,87,7909
children,Simon and Schuster Digital Sales Inc,7.696,7.696,38.48,23.088,13,Simon & Schuster,big five,4.22,2.96,15183,498,7910
genre fiction,"Amazon Digital Services,  Inc.",19.461,45.409,64.87,0,13,(Indie Publisher),indie,4.34,4.99,15187,46,7911
nonfiction,Hachette Book Group,25.974,25.974,129.87,77.922,13,"Little, Brown and Company",big five,4.41,9.99,15187,82,7912
genre fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,4.42,0.99,15190,26,7913
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,4.75,0.99,15191,4,7914
nonfiction,Penguin Group (USA) LLC,33.8,33.8,169,101.4,13,Penguin Books,big five,4.27,13,15192,265,7915
genre fiction,"Amazon Digital Services,  Inc.",22.594,22.594,112.97,67.782,13,(Small or Medium Publisher),small/medium,4.52,8.69,15194,113,7916
nonfiction,Random House LLC,20.774,20.774,103.87,62.322,13,Vintage,big five,3.98,7.99,15198,534,7917
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,4.75,0.99,15205,33,7918
genre fiction,HarperCollins Publishers,116.974,116.974,584.87,350.922,13,HarperCollins,big five,4.72,44.99,15207,25,7919
nonfiction,"Amazon Digital Services,  Inc.",24.544,24.544,122.72,73.632,13,(Small or Medium Publisher),small/medium,4.76,9.44,15213,105,7920
genre fiction,"Amazon Digital Services,  Inc.",9.932,9.932,49.66,29.796,13,(Small or Medium Publisher),small/medium,4.44,3.82,15214,29,7921
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Small or Medium Publisher),small/medium,4.61,2.99,15215,55,7922
nonfiction,"Amazon Digital Services,  Inc.",24.024,24.024,120.12,72.072,13,(Small or Medium Publisher),small/medium,4.75,9.24,15218,49,7923
genre fiction,"Amazon Digital Services,  Inc.",42.1655,22.7045,64.87,0,13,47North,amazon,3.68,4.99,15219,57,7924
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,4.21,0.99,15221,23,7925
nonfiction,"Amazon Digital Services,  Inc.",36.075,84.175,120.25,0,13,(Indie Publisher),indie,4.56,9.25,15223,92,7926
genre fiction,"Amazon Digital Services,  Inc.",10.374,10.374,51.87,31.122,13,(Single-Author Publisher),single author,5,3.99,15227,12,7927
genre fiction,"Amazon Digital Services,  Inc.",14.534,14.534,72.67,43.602,13,(Small or Medium Publisher),small/medium,4.64,5.59,15229,156,7928
genre fiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,4.17,0.99,15230,619,7929
foreign language,"Amazon Digital Services,  Inc.",7.878,7.878,39.39,23.634,13,(Small or Medium Publisher),small/medium,4.54,3.03,15232,62,7930
nonfiction,Penguin Group (USA) LLC,25.974,25.974,129.87,77.922,13,Penguin Books,big five,3.59,9.99,15232,415,7931
genre fiction,"Amazon Digital Services,  Inc.",12.974,12.974,64.87,38.922,13,(Single-Author Publisher),single author,4.54,4.99,15236,68,7932
genre fiction,Random House LLC,15.574,15.574,77.87,46.722,13,Ballantine Books,big five,3.23,5.99,15237,282,7933
genre fiction,Random House LLC,28.366,28.366,141.83,85.098,13,Del Rey,big five,4.02,10.91,15238,148,7934
nonfiction,Penguin Group (USA) LLC,20.774,20.774,103.87,62.322,13,Berkley,big five,3.92,7.99,15243,63,7935
genre fiction,"Amazon Digital Services,  Inc.",12.974,12.974,64.87,38.922,13,(Single-Author Publisher),single author,4.2,4.99,15244,10,7936
genre fiction,Macmillan,23.114,23.114,115.57,69.342,13,Minotaur Books,big five,4.27,8.89,15248,179,7937
nonfiction,HarperCollins Publishers,27.742,27.742,138.71,83.226,13,William Morrow,big five,4.23,10.67,15250,71,7938
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,3.92,0.99,15254,27,7939
genre fiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.5,2.99,15264,28,7940
children,Penguin Group (USA) LLC,13.962,13.962,69.81,41.886,13,Puffin,big five,4.65,5.37,15265,179,7941
nonfiction,"Amazon Digital Services,  Inc.",16.8155,9.0545,25.87,0,13,(Indie Publisher),indie,4.75,1.99,15266,4,7942
genre fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Single-Author Publisher),single author,3.1,0.99,15269,140,7943
genre fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Single-Author Publisher),single author,4.72,0.99,15273,11,7944
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,3.72,2.99,15276,33,7945
nonfiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Single-Author Publisher),single author,4.57,0.99,15277,76,7946
nonfiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,4.07,2.99,15279,14,7947
nonfiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Small or Medium Publisher),small/medium,5,2.99,15280,9,7948
children,HarperCollins Publishers,7.774,7.774,38.87,23.322,13,HarperCollins,big five,4.67,2.99,15281,353,7949
nonfiction,Penguin Group (USA) LLC,15.574,15.574,77.87,46.722,13,Signet,big five,4.7,5.99,15282,260,7950
nonfiction,Penguin Group (USA) LLC,15.99,15.99,79.95,47.97,13,Berkley,big five,4.62,6.15,15287,427,7951
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4.18,3.99,15292,37,7952
nonfiction,Random House LLC,25.974,25.974,129.87,77.922,13,Random House,big five,4.68,9.99,15294,518,7953
nonfiction,"Amazon Digital Services,  Inc.",7.878,7.878,39.39,23.634,13,(Small or Medium Publisher),small/medium,4.44,3.03,15297,136,7954
children,HarperCollins Publishers,8.866,8.866,44.33,26.598,13,HarperCollins,big five,4.79,3.41,15297,24,7955
genre fiction,Random House LLC,15.574,15.574,77.87,46.722,13,LucasBooks,big five,4.06,5.99,15304,369,7956
nonfiction,"Amazon Digital Services,  Inc.",38.974,38.974,194.87,116.922,13,(Small or Medium Publisher),small/medium,4.84,14.99,15306,38,7957
nonfiction,Random House LLC,20.774,20.774,103.87,62.322,13,Spiegel & Grau,big five,5,7.99,15309,2,7958
genre fiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,0,0.99,15310,0,7959
fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,4.75,0.99,15321,29,7960
nonfiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,3.95,0.99,15326,104,7961
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,3.98,3.99,15330,85,7962
nonfiction,Macmillan,24.934,24.934,124.67,74.802,13,Henry Holt and Co.,big five,4.63,9.59,15333,11,7963
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4.35,3.99,15335,104,7964
genre fiction,Simon and Schuster Digital Sales Inc,14.794,14.794,73.97,44.382,13,Pocket Star,big five,4.4,5.69,15337,22,7965
nonfiction,Penguin Group (USA) LLC,44.148,44.148,220.74,132.444,13,Viking Adult,big five,4.57,16.98,15339,190,7966
genre fiction,Penguin Group (USA) LLC,15.574,15.574,77.87,46.722,13,Jove,big five,4.31,5.99,15340,88,7967
nonfiction,"Amazon Digital Services,  Inc.",13.624,13.624,68.12,40.872,13,(Small or Medium Publisher),small/medium,4.1,5.24,15345,97,7968
genre fiction,"Amazon Digital Services,  Inc.",13.988,13.988,69.94,41.964,13,(Small or Medium Publisher),small/medium,4.42,5.38,15347,77,7969
genre fiction,Hachette Book Group,7.774,7.774,38.87,23.322,13,Grand Central Publishing,big five,4.45,2.99,15349,62,7970
children,"Amazon Digital Services,  Inc.",8.45,4.55,13,0,13,Two Lions,amazon,4.68,1,15351,29,7971
genre fiction,"Amazon Digital Services,  Inc.",2.574,2.574,12.87,7.722,13,(Small or Medium Publisher),small/medium,4.15,0.99,15352,78,7972
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,4.5,2.99,15353,2,7973
nonfiction,"Amazon Digital Services,  Inc.",27.261,63.609,90.87,0,13,(Indie Publisher),indie,4.5,6.99,15355,26,7974
genre fiction,"Amazon Digital Services,  Inc.",12.974,12.974,64.87,38.922,13,(Single-Author Publisher),single author,4.42,4.99,15363,26,7975
genre fiction,"Amazon Digital Services,  Inc.",15.561,36.309,51.87,0,13,(Indie Publisher),indie,4,3.99,15368,2,7976
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,4.5,0.99,15370,14,7977
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,0,2.99,15374,0,7978
children,Random House LLC,13.312,13.312,66.56,39.936,13,RH/Disney,big five,4.54,5.12,15374,98,7979
genre fiction,"Amazon Digital Services,  Inc.",10.374,10.374,51.87,31.122,13,(Single-Author Publisher),single author,4.6,3.99,15377,28,7980
genre fiction,"Amazon Digital Services,  Inc.",11.661,27.209,38.87,0,13,(Indie Publisher),indie,4.33,2.99,15378,107,7981
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,4.2,2.99,15380,5,7982
nonfiction,"Amazon Digital Services,  Inc.",31.174,31.174,155.87,93.522,13,(Small or Medium Publisher),small/medium,4.18,11.99,15381,11,7983
nonfiction,"Amazon Digital Services,  Inc.",25.974,25.974,129.87,77.922,13,(Small or Medium Publisher),small/medium,4.66,9.99,15384,27,7984
nonfiction,HarperCollins Publishers,7.774,7.774,38.87,23.322,13,HarperCollins e-books,big five,4.33,2.99,15386,93,7985
nonfiction,"Amazon Digital Services,  Inc.",10.374,10.374,51.87,31.122,13,(Single-Author Publisher),single author,3.75,3.99,15387,41,7986
nonfiction,"Amazon Digital Services,  Inc.",8.3655,4.5045,12.87,0,13,(Indie Publisher),indie,5,0.99,15393,1,7987
genre fiction,Random House LLC,15.574,15.574,77.87,46.722,13,Ballantine Books,big five,4.2,5.99,15394,222,7988
nonfiction,Penguin Group (USA) LLC,31.174,31.174,155.87,93.522,13,The Penguin Press,big five,4.29,11.99,15396,31,7989
fiction,Random House LLC,16.874,16.874,84.37,50.622,13,Vintage Espanol,big five,4.17,6.49,15400,210,7990
nonfiction,Penguin Group (USA) LLC,25.974,25.974,129.87,77.922,13,Berkley,big five,4.58,9.99,15401,131,7991
genre fiction,"Amazon Digital Services,  Inc.",7.774,7.774,38.87,23.322,13,(Single-Author Publisher),single author,4.59,2.99,15403,22,7992
nonfiction,"Amazon Digital Services,  Inc.",24.7,24.7,123.5,74.1,13,(Small or Medium Publisher),small/medium,3.94,9.5,15404,53,7993
nonfiction,"Amazon Digital Services,  Inc.",25.532,25.532,127.66,76.596,13,(Small or Medium Publisher),small/medium,4.43,9.82,15405,118,7994
